,ad_event_id,user_id,state,os,browser,id,gender,age,keyword_id,ad_id,cpc_bid_amount,bidding_strategy_type,quality_score,keyword_match_type,ad_group_id,name,amount,device_type
10,12e0c8b2-bad6-40fb-9948-8dec4f65d4d9,d38b8f29-ed0c-4245-a053-6c6cea8713d2,Louisiana,Linux,Firefox,edf962db-11bf-4e48-abb7-97051867e06d,Female,89,bce5af5d-4f35-4d34-9fcf-06c95f80c5b2,19869b85-38fa-45f1-b2c2-d5951b99c695,2724.34,Manual,6.59,Exact,28b3c09d-6b0b-4df8-b437-e7988b5a07c1,Shelby Turner,861.21,Desktop
11,5487ce1e-af19-422a-99b8-a714e61a441c,0fbc0318-b6e4-416e-b066-8cc99e7f0271,Indiana,Linux,Firefox,3e507e0f-8f04-4c54-993c-0252d772d31b,Male,63,f9a9749a-c958-45ed-965e-5de6412067c5,84efb7a9-f8e8-4436-8e99-72425a05afd3,1514.06,Manual,1.57,Broad,ebd33f5a-cd13-4341-88a1-44631566f386,James Martinez,905.93,Mobile
12,5a921187-19c7-4df4-8f4f-f31e78de5857,50ed6af2-235f-4be1-b8b5-5fb556d1079c,Mississippi,Windows,Safari,94fc085b-307c-4228-b523-fcc12a4e9db9,Male,87,1c97909c-5052-48e4-831d-0b5810ab5ce4,6bf7311e-e545-4afc-a2a8-d7f7481bca1c,845.51,Manual,1.1,Broad,20632407-780f-4231-842f-4f757f76de05,Wayne Yoder,54.16,Desktop
13,a3f2c9bf-9c63-46b9-90f2-44556f25e2a2,bf3cfe56-a832-49e9-bae4-6529fa9fcece,Alabama,Windows,Chrome,0934fe22-440c-4ed5-81a8-ccc35c33da30,Female,40,0edb326b-af6d-44d8-88c7-2ec6f9af43d9,f1e4e3c3-4382-40af-8db7-61efaacf7c01,2267.41,Manual,5.04,Broad,173b6e8a-094e-4d7b-a8d6-09ec6f0c09a5,Christopher Smith,897.41,Desktop
14,8d723104-f773-43c1-b458-a748e9bb17bc,7b33241e-fa22-45d7-bc6d-8ae1463e4336,Maine,Windows,Chrome,b201cf6f-01f2-43a0-8a2b-0d8d22f059bc,Male,22,391ea5c0-2089-4e98-b3b1-2274360417d2,0a844b4e-2090-41ac-8d64-554ab1343b16,1855.11,Automated,7.97,Phrase,d7736e03-3dbb-4bed-89be-3ba076d850d6,Donna Cunningham,31.35,Desktop
15,85776e9a-dd84-439e-b154-5a137a1d5006,4502d7f8-54a1-496c-a9ab-fb0d9be57401,South Carolina,Linux,Safari,4926e632-71bd-48ea-9e32-1e82f48697b7,Male,47,451e21c7-fcf3-47aa-956f-690766fe5207,53f25876-1ca5-43d9-932f-8364688d32ac,751.52,Automated,6.05,Phrase,70d64ec3-7b1e-4440-8218-9ab824d1ef23,John Hoover,647.64,Desktop
16,eb2083e6-ce16-4dba-8ff1-8e0242af9fc3,756aa13d-13f1-484a-a55d-c720e5540022,Nevada,Mac OS X,Chrome,4fa2f35c-90c8-4387-816a-8771a94a440c,Female,54,e9709808-8f34-49eb-9e92-0681edb0598f,66c25709-f1c5-4f75-94a6-4a8790f2fbb6,2729.24,Manual,7.55,Exact,b0eda47f-ce16-4811-a79a-472b3d5c5f9e,Heather Gonzalez,930.83,Mobile
17,17e0aa3c-0398-4ca8-aa7e-9d498c778ea6,e5e6190b-28da-4b89-8130-8a09cddd03bb,Washington,Windows,Firefox,d2671669-e407-43b7-a0b8-37edb3a291dc,Female,61,e3e92978-d80f-4aed-a244-055d256a483f,2cc4e3ae-df0b-403b-94c5-e49c3317e30b,2948.36,Automated,2.66,Broad,81a432c7-30fe-497f-9276-f96084b29d90,Eric Lewis,502.46,Mobile
18,b5d32b16-6619-4cb1-9710-37d1b83e90ec,8f15c995-424a-4898-832e-9e1e1b908d6d,Iowa,Mac OS X,Chrome,f578b202-a834-479f-adcd-198b543b723c,Male,28,ca6b99aa-09ad-4a03-8465-780b68516ee8,8df7ba5b-f232-40cb-a9f1-14f55a2bb6ae,2430.65,Automated,2.85,Exact,8128ced3-4ea6-4456-b86c-4a4d65d9b352,Carol Smith MD,419.32,Mobile
19,a0116be5-ab0c-4681-88f8-e3d0d3290a4c,72a2761a-9ba6-4e98-a791-40e0b6fece9a,Alabama,Linux,Chrome,29db292a-4bf6-47b4-9430-715803cd6178,Female,76,7a104917-2b53-4a15-b668-1492817fb15d,09205edf-a81d-4e22-adbf-cbe79a37d1c8,2706.5,Manual,4.29,Exact,557b1528-c161-4252-b46a-7624d5d784c6,Stephanie White,331.74,Desktop
20,d3fbf47a-7e5b-4e7f-9ca5-499d004ae545,9b83a437-28b7-405b-abc2-ded76bd8e65f,Iowa,Mac OS X,Chrome,e37f6569-7189-4b94-b0b6-00c406b1b0ea,Female,35,55ccfce4-579c-4e67-a446-26e400650544,f309078e-1001-4a67-90ec-3816c94f25d0,930.44,Manual,9.91,Phrase,f8293d12-616e-4eef-83a4-b12b28d1dc48,Stephen Rodriguez,916.12,Mobile
21,baf3897a-3e70-416a-9548-5822de1b372a,205bf9e7-c42b-43fa-ab4d-e9deec7b009c,Rhode Island,Mac OS X,Chrome,6ffa0875-e4a7-4828-9ecd-bd2cdb627a3d,Female,72,afaaf44c-5482-42d3-afc6-d195af9d872a,b792e2e8-b139-4089-bb22-ef876ac6eac0,2189.5,Automated,7.18,Exact,edf02324-d5e3-4ce8-abdf-24f8e8d22880,Harold Evans,925.97,Mobile
22,101fbccc-ded7-43e8-b421-eaeb534097ca,f02dd043-d01a-4ef6-a829-4aabafaf2b68,Missouri,Mac OS X,Firefox,a428da2e-d890-4991-b366-dcbcabbfb882,Male,82,74b3328f-cf75-41b2-a462-aec9b0a1ac36,023304c6-aab7-4690-8b84-228e852641ce,2696.51,Automated,9.46,Broad,e275135d-3b13-4668-aa2e-9011fd739a0e,Gina Shepherd DVM,619.13,Mobile
23,38c1962e-9148-424f-aac1-c14f30e9c5cc,95a37efe-1cc7-42b6-899d-5f9ec634effd,Florida,Mac OS X,Firefox,0907ca13-1511-43f9-846e-1738790b1990,Female,29,b747d230-a69d-49b7-9315-17f2bc00468b,206a8fd3-a3a8-4488-a4c9-9cae654d9ae4,2051.95,Manual,5.38,Broad,c0af1eed-88da-413d-84f9-a393a3463906,Kimberly Jones,714.43,Mobile
24,247a8333-f7b0-47d2-8da8-056c3d15eef7,2f9f5bf9-d6b6-45d0-9c87-284dc5fa8ac9,Kentucky,Linux,Safari,6fd4d110-b7de-4de9-ac26-cf5b77082bdc,Female,42,82612c21-d346-4eb3-b072-e8ef5544025d,18aaab4b-c216-4719-8cc7-f16fe1327810,1416.43,Manual,5.55,Broad,e49703e6-dd2c-4644-a4d4-c712afb87efb,Tony Anderson,339.13,Mobile
25,1759edc3-72ae-4244-8b01-63c1cd9d2b7d,4b511edb-7b76-4615-b6b1-465dbf2b6442,Washington,Windows,Chrome,977d2260-20bd-4e66-868d-c95e39a71648,Male,26,e6c1b99a-ed19-4d62-8354-39f5fc9360ad,a9f48c0d-37be-447f-bd01-e2c2c10bda4b,302.1,Automated,9.9,Phrase,14ef9adc-bd39-4f19-9155-251dc63aa6d8,Dr. Richard Green,138.17,Desktop
26,e005b860-51ef-4922-be43-c49e149818d1,af405e52-199a-4949-ba9d-82b8afbae6c3,South Dakota,Windows,Chrome,160bd6aa-7246-4d4b-ba67-a0cafc14e5c1,Female,83,30873846-8591-4400-95ee-a37d8ccabb33,bf4c490e-0261-4287-894b-f19b5da38d13,1302.52,Manual,1.9,Broad,8fe0b3ed-931c-40dd-b355-3b794a4e203e,Mrs. Kristen Park,979.0,Desktop
27,7d41e602-eece-428b-bf7b-118e820865d6,46b01630-4321-4bf4-acff-30a0c3ac232c,Oregon,Windows,Chrome,5a7e5a6f-fe05-4d00-9e58-92d6a5f8be00,Male,40,21199b37-2bf8-4fdb-a266-287a3c8635ac,616a87da-f05d-4006-b3c3-80d879f09b0e,1832.66,Manual,7.83,Broad,7a808acb-074b-48af-85e8-66a014a5a5d0,Joseph Johnson,657.02,Mobile
28,4a84eb03-8d1f-49b7-8d2b-9deb1beb3711,5b0eec4b-a2a1-4a45-9c52-d51ec8fe0b2d,Oklahoma,Windows,Chrome,d2d9e4be-6a04-4a79-b2c2-eb1eb2bd0625,Female,27,c550027e-0c1f-4665-8978-58866546a0ea,9aaf6a93-60f2-40f0-86ad-e140083d5ca3,2739.03,Manual,7.92,Broad,bf62f2c9-f705-4116-9eff-321974552364,Nicole Parker,274.39,Desktop
29,552f233a-8c25-466a-9ff3-9849b4e1357d,cd43cfeb-8938-4b90-9341-45328252f723,Illinois,Windows,Safari,791dc0c4-7f13-4375-8f43-94338a4d266f,Male,52,766c5c91-40a5-4010-a7e0-897690ec73c3,4620fa42-d987-4e7f-bc45-9c800cda520b,2899.82,Manual,8.45,Exact,c888e272-9ae1-46c0-9085-800140de0bf2,Casey Lopez,977.08,Mobile
30,3405095c-8a50-46c1-ac18-8efbd080e66e,9b9a9bf5-0a78-491f-8211-550313218ef7,Wyoming,Windows,Safari,ed39abe0-9153-4f8f-9036-18d0737ab5fd,Female,68,69005272-0cd7-480d-ae3c-3cfa3cdacb1c,4124d5a3-d43e-4a5f-8731-2c71ec6ba4f3,1431.03,Manual,7.5,Broad,6dc0b90e-dc36-43e3-acff-d2cc63f3f074,James Schwartz,608.97,Mobile
31,8c1745a7-9a6a-4f92-8ca7-4147f6be1f72,f4105d94-c689-437b-b945-23fe03cb8f1e,Florida,Linux,Chrome,1b3d0270-1d60-4e66-9540-e2f14f22070d,Male,44,63199fb0-0e95-499d-b18f-9ac3694e0a7a,495c3a0c-76ab-4e3f-9eff-d1d7c79d4e12,2595.93,Automated,1.55,Phrase,cb02c651-e56d-4c41-8f55-36262c8608cf,Melissa Diaz DDS,330.59,Mobile
32,1775336d-71ea-4d05-89a3-e80e966e1277,68795e63-1f74-4e70-a36b-3a5f23746ddd,Missouri,Windows,Safari,3f0bf534-e75e-48e8-9370-d0ccf681e29d,Male,82,b91136d1-6b49-46af-a83e-a2c93668ca12,a5a40157-35fb-4567-9d59-d822ec58df25,781.48,Automated,6.61,Exact,ad0d490f-9483-47da-bafe-8665bf5e7e29,James Johnson,895.81,Mobile
33,5129fb7c-6288-41a5-8c45-782198a6416d,7b38a089-fa4a-4dec-88a8-6e3a62937980,Oregon,Mac OS X,Firefox,117d0b17-70f4-48cd-acb0-08dcb00c1552,Female,85,387674dc-7d8c-4b75-8528-3e90fd210213,be3abbfa-7415-4f23-9edc-de4d68b1c0ea,2415.08,Automated,9.24,Exact,e69119dd-3547-4e25-9c8b-04986d4ab122,Monica Clay,77.9,Desktop
34,2f120554-4a53-48cc-bdfa-bc08935ddd72,a1c56342-5033-45a4-86ec-9ad0e2cbef40,Texas,Mac OS X,Firefox,d693bf11-7721-4931-9734-2123e3ed9637,Female,28,a6517b48-e0f1-4143-a529-c5c421316d8a,2adacc86-562f-4346-b094-84abb67918a3,1646.1,Manual,5.63,Exact,be4d34e7-ddeb-4b79-8c36-94774a589e5a,Joseph Anderson,804.15,Desktop
35,0870e15c-2fcd-41b5-924b-ace4307bf326,b3f175d0-15c7-4820-a3f3-e5aed1de4fa8,West Virginia,Mac OS X,Safari,8a8ed273-ece1-4e8b-85cc-70a1a49266c9,Male,59,128722c8-c7aa-4f03-9fb9-007d143a863b,51004cdc-10ed-46cf-8629-37d0727622f0,42.13,Manual,3.61,Exact,5de895c6-5725-44a3-b21e-b7f10b7e5cdd,Beth Harris,159.58,Mobile
36,42930b33-a81a-4477-bb36-75b89cdeb3e6,bfdf8a9e-9446-4493-a4d6-ce54645cc176,New Mexico,Mac OS X,Safari,cba93005-c402-4537-a447-e1ba2da2bcd5,Female,33,11eddebf-5b25-4e62-91c2-588bbd5d40b7,f89ce0ee-785b-4569-a52a-2a9ac1412f53,2159.11,Automated,9.5,Exact,2b484f0c-43e0-4cbe-9ab7-e08b21ae41b2,Amy Rogers,107.67,Mobile
37,adc0da7a-16fe-4aa0-91af-923d79fdef7c,3590a2e5-0c78-4f2f-b9a1-1816fc7aad95,Mississippi,Windows,Firefox,d7fc0059-6943-4a29-a82c-84abef10e37f,Male,19,1429fc7b-0adb-4ece-b19e-4888bad4824c,3ee7ced7-dae3-42ec-83ff-1deb879c92cf,1196.47,Manual,5.62,Broad,e1ab84a5-c8f3-4321-b36e-aa9cdffb1b7c,Andrew Nelson,258.94,Mobile
38,2648ee38-e074-45eb-a156-63abc1f254b8,e70a26e9-eb6b-46ec-aa3a-5bf369946c6d,Utah,Linux,Chrome,2aab7c88-54b9-4b20-aedb-5e9e8fa16d27,Female,92,24ff8360-4fcf-429f-af33-c8378fabb4df,47e5f571-14f1-4045-b9a8-ba648fa93908,2474.53,Manual,4.12,Phrase,bc671388-74fa-43af-823a-772c45822158,Jeanette Cole,714.83,Mobile
39,148b2758-d7ab-4928-89e4-69e6ec62b2c8,c83235cc-995d-467b-8c13-33ce07117e78,New Mexico,Linux,Safari,284884a2-55e5-41d9-b036-4ad9ee5be9b9,Male,38,ac2104c5-34de-4f24-bd8f-d773795d36bb,7a37a0a5-172e-48a5-b176-ee40b70b2faa,2004.46,Manual,6.14,Exact,b9183c04-6857-4deb-afd7-348f54ee57c0,Natasha Cruz,608.01,Mobile
40,d450fe4a-ec4f-417b-b306-d1a8e5eeac76,bb2c2c42-8f6d-4117-a1ea-a1fa663eab2b,South Carolina,Linux,Safari,2b5deb8a-645d-427b-bb19-062c3e48287d,Female,37,af2ac161-9b16-4ec5-92fa-15793a232817,e5851b22-4d96-4a7e-8a65-6e38070227a3,3.43,Automated,8.04,Exact,8a4bfd0c-2dbc-4cf8-87a4-ebbc693d4c2d,Lindsey Smith,421.28,Desktop
41,d67e55fd-642b-4a42-aef9-c00b8a64c1b9,679bcce2-681d-40de-8c15-514db40eb501,Virginia,Windows,Safari,74a2daf8-28ca-4b62-9d93-408018ca01b5,Male,19,ef1e2e31-1319-4f9f-b63d-00585cb9b33a,b8f05971-e899-430f-b07e-051bc9d440a2,1480.73,Automated,2.28,Phrase,9882bb44-c18d-48bb-8edf-97895fa94bca,Samantha Jones,159.05,Desktop
42,85940927-468f-453d-864a-7a50b48d73f1,d5562dab-f4a9-44e3-ba4f-4535e45d8903,Florida,Windows,Safari,26fd5a53-b622-4417-b38c-c55518cde78e,Male,34,a0fa5f1a-c4ac-4e97-80ea-5cc8fa4d8743,4aeeb090-601b-4630-9c24-f46fb56d482d,2602.81,Manual,0.16,Phrase,f37c28df-5bb9-495b-9d35-1a0d1211152c,Sarah Miller,923.75,Mobile
43,37176e84-d977-4993-bc49-d76fcfc6e625,be216476-0e05-46b9-8bdd-4b9dfc2cd5c7,Alaska,Linux,Firefox,debcb6d2-0990-414f-86d8-75de55036727,Male,37,1cb0aef7-7f29-4803-80fc-cbc091bcf542,8f334ba7-1e60-4142-be9a-3c267dbee8f5,731.73,Automated,5.29,Phrase,320a60c7-c477-4e2f-b6c5-9c89eac34b2f,Michael Lowe,766.29,Mobile
44,d3447490-96fd-45d0-adf2-0806e5214606,8adab689-e0dd-4541-b218-9a39d63a7486,West Virginia,Windows,Safari,4fd9853b-4c89-49e3-9d54-0d05b0deca69,Female,41,3f55acb5-645a-4ab5-9fed-00531f16cd2c,507512a5-2d0c-4ef6-83b0-ab23487078d9,975.61,Automated,9.41,Exact,74880438-895d-4833-bffa-f863a8632fb9,Dustin Phillips,686.27,Desktop
45,46743741-9466-4472-ab5f-5241f323ca74,e6e4ac85-f101-45fd-8f81-598725394778,Rhode Island,Linux,Firefox,2c8de1d5-eafa-4b45-863f-2d8ccf80ac17,Female,55,2f03a58d-844b-41fe-8f52-ced5d70fc316,7e014c36-04b8-41f2-9847-b6e70ff29be8,2611.41,Automated,6.8,Broad,9a762794-bf39-4fa4-90f8-ca90113368c6,Jasmine Cruz,812.91,Mobile
46,a425799a-a905-4750-be1e-a9c573581a81,96ab64d2-3512-4906-a4ed-017b208a888e,Montana,Linux,Firefox,ea07cfdd-ee9c-4e1f-aaca-b64395d61abe,Female,41,35f690e9-6daa-47f7-b91b-cee8477c2eaa,548f00ba-d9d4-4a2c-9b5c-40cc36d6f496,573.2,Automated,6.31,Exact,57f3d293-b1c4-46c5-b2d6-1c3c95482a8a,Victoria Bond,774.25,Desktop
47,fb82860d-eabc-48d0-b341-facdff0ac0f1,16db36e4-d4ae-4486-ab19-4984f49eb5a6,Texas,Mac OS X,Safari,78e1c5e6-648b-4a36-b515-2cbaec4ff6ab,Male,45,aa8908c4-91f8-41c6-beee-7b21b61f8d90,d7850982-05ba-49a7-bdf7-0f9768a96531,1702.53,Automated,6.28,Broad,22fd8afa-8c18-4921-95c0-f66aa5d5a5e7,Miguel Gray,112.43,Mobile
48,5306f3f5-1516-4570-9b7c-709acb175a5a,44933c86-49ad-4e95-b837-e5069398dbd6,Nevada,Mac OS X,Chrome,44fe27c9-0517-4618-8e95-ef6ab6757f65,Male,91,61a35882-708b-413c-8eb3-cabbef5f6f03,3c6a6a5a-3e28-4876-be51-0c30a8836813,715.85,Automated,4.97,Exact,751f5feb-146c-4606-a7ea-bb544689b316,Zachary Alexander,773.35,Mobile
49,964a870c-7c87-4b74-9d87-8f9f9cdf5a86,af44eaeb-6734-462f-b62d-a54040b1f64d,Minnesota,Mac OS X,Chrome,6666bba2-f7f1-4e71-86ed-b26fa1f81ae8,Male,95,f9de2a76-ce3e-49d1-80cf-015eef515cdc,7b4466e5-bffc-45b7-bcdb-ce6cfca9ed85,2902.62,Automated,7.31,Phrase,afa13756-d348-4a86-8392-e2fc5e699185,Colton Welch,838.73,Desktop
50,30bcab0e-d857-4102-95d4-4936a1515607,dcbcd86e-a2e8-4f7a-9d6a-f484024d65de,Maryland,Mac OS X,Firefox,5ea67c39-4c08-46ba-9cb4-2e4a91cf06ba,Female,23,f21bfbb9-8e6a-45c2-9d7f-07642518c7e8,85021f59-5472-4fd0-83e4-6cf0c1a1b036,2409.54,Manual,2.49,Phrase,37053242-dd85-48aa-bd06-5f6c0878b596,Scott Sutton,746.76,Desktop
51,4562be7f-bb42-40b2-8426-465e3e37952d,c7361a75-c61b-4c77-8602-15be0d326347,Georgia,Mac OS X,Firefox,49e19b4d-61c6-48ce-8d5d-97908a2a1b8e,Female,94,d1ab2405-da0b-45b2-87c9-ddf19c8ea77f,a1220027-2f59-44c3-97aa-e1a3c14156b5,1343.91,Automated,8.92,Phrase,809548f5-26bf-47c7-80da-cf297d82ccb0,Michael Mason,482.28,Mobile
52,5f3f5638-3870-4a14-b490-b6081dfc8352,a3b4e529-02a0-47fc-a04e-e43c11f63e9b,Maine,Windows,Firefox,b26c687c-72f2-4cf5-9466-72ad4b9e0913,Female,40,04c99c1a-38f5-41d9-99e0-5916c54a1e23,0e67642f-7b27-4066-bd00-8932530d918e,241.34,Manual,2.74,Exact,1ac9b8ce-a31d-43f7-b79e-d7f0ea1173a7,Jesse Cunningham,686.45,Desktop
53,6d16ee18-5521-46dd-aba4-b180cb69ca38,240eb6c1-c5cf-455f-a78d-b4f648df480e,New York,Windows,Chrome,054e5126-7953-40f7-8a13-93ab39b3c49d,Male,59,928a2366-9eab-4688-ae9c-87b2406e0a06,55ed14fd-9f93-4e90-ae05-642eaae2753f,960.16,Automated,9.45,Exact,2ea4faec-75e6-4125-b85b-663572d2ed5b,Devin Montoya,100.01,Mobile
54,c87a7463-19c1-4a0d-8feb-d845d0dfae43,227400da-81de-4808-82ff-347bd527b331,Kentucky,Mac OS X,Firefox,1c16dc39-049e-4af0-8eb4-d20e3d0d4b35,Female,59,5b9ffd56-3227-4a8e-ac0b-f54f4e25877b,ef2a538e-d127-42f1-8f85-5031b6c7e6ce,1523.82,Automated,9.26,Broad,de6727cc-394a-4978-b3a5-e38814845842,Jeremy Fox,764.35,Mobile
55,38018b47-b29a-4b06-9af6-6c5f2577bffa,f4098aef-1d50-4ccf-bec0-9878f0344058,Montana,Windows,Chrome,2490a429-6c77-400a-95d6-2f9b05b03a35,Male,70,09efcedc-e5ee-41bc-881f-3a4cefdc9584,dbc09cac-db19-49cb-b091-e47690ebd333,2798.5,Automated,0.78,Phrase,e03e4972-4a0a-461c-9bf0-d2a970a62ece,Jessica Farrell,262.23,Desktop
56,a25b59fd-92e8-4269-912e-cbc40b9475b1,d20eab0e-bd87-44d8-81a5-0ef1550c54d4,Virginia,Linux,Firefox,1a5bfffe-0a09-4c26-bc17-71ce4c6aee62,Female,83,bad0baf2-b1ac-48f1-9697-08b6153ec69a,d7b5f8ff-f94e-4fc1-8dcb-a93399b0c545,327.17,Manual,4.48,Broad,d9ea924f-b0e3-44b1-969b-d404920883ad,Mark Stanton MD,785.13,Mobile
57,9a27d858-88c1-42ad-afbf-c19ee8f6cf32,548c3ec4-2536-4ca8-966a-45e952c51809,Rhode Island,Linux,Chrome,d996f125-191c-496a-8ab4-e61dd109e20a,Female,93,7482af7f-cc18-48dc-a904-c349d6b364ad,c518a5b5-074c-4020-874b-023fa3741b8d,1653.8,Manual,7.44,Exact,fd360bf4-c5ab-4a30-9c6f-23c7bd51fcd1,Katherine Wagner,635.28,Desktop
58,1fdb8b32-06d5-49e8-92f1-75ffae3b16ec,160d0b9e-1004-4975-8045-883b940f737e,Kansas,Linux,Chrome,4ea8c3b1-d286-4c01-b7f7-ad194ee5ddf0,Male,84,0e8ca16f-bf76-47c5-81f6-1e9afea34025,0401654b-e5e7-418a-94d3-67c8c093bfca,2119.68,Manual,4.5,Exact,a018b606-12f7-48e7-b6f3-3a3d9cecafd1,Tommy Houston,509.08,Desktop
59,d480865f-9b38-4e80-b042-e325a28f5ab0,7378e6ca-40fd-4aaa-b504-e26c5f7e07d3,New Jersey,Linux,Firefox,411f92fd-6db1-4e7a-a3e0-e84ebc309d33,Female,40,8a8c150c-c290-461f-9616-b10d03889405,88cfb3d3-aae2-4553-bea3-550cbd8828da,1642.32,Manual,5.09,Broad,b3d591d8-bf2f-48a7-abb4-8259905bc37a,Heather Gardner,536.02,Mobile
60,176ea1b1-6426-4cd5-9ea4-5cd69371a71f,7874166b-7c34-46eb-aeaa-ec4854f1a7a3,Illinois,Windows,Safari,6b2f694a-426a-40b8-9c97-16dfc45181ec,Male,90,21f2f77d-e8eb-438d-b874-94700305ba49,6cdbb48c-b3b3-4d5e-a77a-d1148a35ad5c,2443.4,Manual,8.07,Exact,1be7c27f-194f-4f0c-b1ca-b1541cc5fab2,Melody Martinez,74.73,Desktop
61,1db53334-fb03-43a1-9576-d4155ec17dbe,14b3f264-1598-434a-86c5-2c1b8923cba1,Vermont,Windows,Safari,844e028f-cfc0-4695-9402-cca16bfee0d5,Female,58,06a2e761-f2d1-4495-966d-3047f8d8a0c2,4b90fe87-8478-4232-810b-ac77ff2b84fa,1620.85,Manual,7.05,Exact,05bc35a4-874d-469d-99b5-92389c1dbffe,Billy Everett,40.9,Mobile
62,31d0b664-0589-4877-9b02-52440950fd13,c6cbb179-6239-430a-b052-5bb650c67350,Idaho,Linux,Chrome,7b83a06d-cdc8-4d4e-93cf-47a34fc5d572,Male,84,2bc72ba4-f0c6-419c-a891-e09a5b51adb0,04522960-b406-45b0-9d8b-7681c1127f77,2891.52,Automated,9.58,Phrase,eb3c5934-6bed-4277-992d-a1d2feb2391b,Shelly Cantrell,14.82,Mobile
